Time,Date,Collection,Latitude,Longitude,Operator,Data Technology,Data Technology Reporting,RAN Configuration,DL Carriers PDSCH,DL Bandwidth,LTE Net PDSCH Throughput,BLER,TB Size,Subframes,RBs,RB per Subframe,MCS,Modulation (Based on MCS),Max PDSCH Layers,Avg PDSCH Layers,1 Retransmission,2 Retransmissions,3 Retransmissions,Test Name,Direction,Test Status
2025-02-25 17:51:30.967,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609700,-94.18469300,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,64311.84,0.095,2392.6,947,88290,90,12.7,64QAM,4,2,0.09526344,0.000532198,0,Capacity,Downlink,Completed
2025-02-25 17:51:31.463,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609600,-94.18469600,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,59994.24,0.105,2360.1,902,80232,81,13,64QAM,4,2,0.10421286,0,0,Capacity,Downlink,Completed
2025-02-25 17:51:31.961,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609600,-94.18469600,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,57650.61,0.077,2089.7,938,77858,79,13.1,64QAM,4,2,0.07409382,0,0,Capacity,Downlink,Completed
2025-02-25 17:51:32.468,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609500,-94.18469500,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,60508.098,0.088999994,2218.7,970,82512,82,13.7,64QAM,4,2,0.09186352,0,0,Capacity,Downlink,Completed
2025-02-25 17:51:32.967,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609500,-94.18469500,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,74867.77,0.094,2668.5,972,92139,92,13.7,64QAM,4,2,0.0937661,0,0,Capacity,Downlink,Completed
2025-02-25 17:51:33.471,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609500,-94.18469500,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,70848.78,0.09,2624.1,956,96767,96,12.9,64QAM,4,2,0.0895208,0,0,Capacity,Downlink,Completed
2025-02-25 17:51:33.970,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609500,-94.18469500,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,70158.984,0.088999994,2829.9,855,88090,90,13.9,64QAM,4,2,0.088304095,0,0,Capacity,Downlink,Completed
2025-02-25 17:51:34.473,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609500,-94.18469300,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,49522.336,0.094,2068.7,848,73372,73,12.1,64QAM,4,2,0.093160376,0.00058962265,0,Capacity,Downlink,Completed
2025-02-25 17:51:34.969,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609500,-94.18469300,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,70793.08,0.086,2548.6,945,91692,92,12.7,64QAM,6,2,0.09264161,0,0,Capacity,Downlink,Completed
2025-02-25 17:51:35.463,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609300,-94.18468700,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,55018.87,0.088999994,2082.1,924,79554,83,11.5,64QAM,4,2,0.09748083,0,0,Capacity,Downlink,Completed
2025-02-25 17:51:35.952,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609300,-94.18468700,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,49257.754,0.083000004,2137.1,775,63863,77,12.9,64QAM,4,2,0.09038089,0.0012911556,0,Capacity,Downlink,Completed
2025-02-25 17:51:36.456,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609200,-94.18468500,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,27367.912,0.087,1710.1,578,39532,62,12.5,64QAM,4,2,0.08916084,0.0017482517,0.0017482517,Capacity,Downlink,Completed
2025-02-25 17:51:36.963,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609200,-94.18468500,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,44982.223,0.08,1935.5,846,52277,58,14.5,64QAM,4,2,0.07595694,0,0,Capacity,Downlink,Completed
2025-02-25 17:51:37.469,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609200,-94.18468400,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,58104.023,0.086,2361.4,870,76780,82,13,64QAM,4,2,0.09786989,0,0,Capacity,Downlink,Completed
2025-02-25 17:51:37.969,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609200,-94.18468400,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,62628.72,0.101,2432.4,909,91643,98,12.5,64QAM,4,2,0.095421955,0.0011031439,0,Capacity,Downlink,Completed
2025-02-25 17:51:38.467,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609200,-94.18468400,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,36218.984,0.096999995,1771.9,729,59644,78,10.9,64QAM,6,2,0.11764706,0.0028011205,0.0007002801,Capacity,Downlink,Completed
2025-02-25 17:51:44.353,2025-02-25,Day2-TMO-MNO-4G-IN,36.19608900,-94.18466100,T-Mobile,LTE,LTE,LTE,1,20,1105.216,0.118999995,1584.3,29,1260,23,13,64QAM,2,1.4,0,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:44.784,2025-02-25,Day2-TMO-MNO-4G-IN,36.19608900,-94.18466100,T-Mobile,LTE,LTE,LTE,1,20,188.888,0.048,143.8,79,368,4,7.6,16QAM,4,1.1,0.10843374,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:45.374,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609000,-94.18465500,T-Mobile,LTE,LTE,LTE,1,20,208.456,0.055,114.3,130,580,4,7.1,16QAM,2,1.1,0.048275862,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:45.684,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609000,-94.18465500,T-Mobile,LTE,LTE,LTE,1,20,204.296,0.09,130.6,58,276,4,7.9,QPSK,2,1.2,0.14925373,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:46.284,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609100,-94.18465000,T-Mobile,LTE,LTE,LTE,1,20,118.232,0.025,114.4,72,316,4,7,16QAM,2,1.1,0.03797468,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:46.584,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609100,-94.18465000,T-Mobile,LTE,LTE,LTE,1,20,121.44,0.023,105.4,41,176,4,6.5,QPSK,2,1.1,0.022727273,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:47.184,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609200,-94.18464500,T-Mobile,LTE,LTE,LTE,1,20,98.624,0.049000002,138.6,55,244,4,8.6,16QAM,2,1.1,0.032786883,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:47.484,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609200,-94.18464500,T-Mobile,LTE,LTE,LTE,1,20,78.32,0,133.5,20,88,4,8.4,16QAM,2,1.1,0,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:48.084,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609200,-94.18464200,T-Mobile,LTE,LTE,LTE,1,20,144.784,0.024,139.8,74,328,4,8.7,16QAM,2,1.1,0.048780486,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:48.487,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609200,-94.18464200,T-Mobile,LTE,LTE,LTE,1,20,147.648,0.06,121.4,59,284,4,7.3,QPSK,2,1.1,0.04477612,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:49.072,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609300,-94.18463900,T-Mobile,LTE,LTE,LTE,1,20,251.944,0.055,119.2,140,692,4,7.2,16QAM,2,1.2,0.061349694,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:49.584,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609300,-94.18463900,T-Mobile,LTE,LTE,LTE,1,20,401.208,0.038,112.6,205,1120,4,6.3,QPSK,2,1.2,0.033333335,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:50.013,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609300,-94.18463900,T-Mobile,LTE,LTE,LTE,1,20,299.832,0.012,96.9,128,1088,6,4.5,QPSK,2,1.3,0.052941177,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:50.548,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609300,-94.18463700,T-Mobile,LTE,LTE,LTE,1,20,249.616,0.011,88.7,151,1144,5,4.2,QPSK,2,1.3,0.010526316,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:51.060,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609300,-94.18463700,T-Mobile,LTE,LTE,LTE,1,20,219.544,0.0139999995,97.8,136,684,4,5.5,QPSK,2,1.1,0.020408163,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:51.384,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609300,-94.18463700,T-Mobile,LTE,LTE,LTE,1,20,123.16,0,86.1,56,248,4,4.9,QPSK,2,1,0.0862069,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:51.951,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609300,-94.18463700,T-Mobile,LTE,LTE,LTE,1,20,178.808,0,93.1,116,600,4,5.2,QPSK,2,1.2,0.007352941,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:52.463,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609200,-94.18463400,T-Mobile,LTE,LTE,LTE,1,20,212.824,0.015,101.2,126,580,4,5.9,QPSK,2,1.1,0.01459854,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:52.884,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609200,-94.18463400,T-Mobile,LTE,LTE,LTE,1,20,159.112,0.031,89.8,94,396,4,5.3,QPSK,2,1,0.030927835,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:53.406,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609100,-94.18463600,T-Mobile,LTE,LTE,LTE,1,20,166.248,0.04,190.8,120,616,4,5.7,16QAM,4,1.1,0.024193548,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:53.895,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609100,-94.18463600,T-Mobile,LTE,LTE,LTE,1,20,262.112,0.029000001,122,125,548,4,7.6,16QAM,2,1.1,0.03649635,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:54.384,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609100,-94.18463400,T-Mobile,LTE,LTE,LTE,1,20,244.88,0.037,118.3,121,548,4,7.2,16QAM,2,1.1,0.044444446,0,0,Capacity,Uplink,Completed
2025-02-25 17:51:59.784,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609600,-94.18461900,T-Mobile,LTE,LTE,LTE,1,20,1.616,0,40.3,2,12,4,2.3,QPSK,2,1.5,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:00.684,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609700,-94.18461700,T-Mobile,LTE,LTE,LTE,1,20,0.096,0,11,1,4,4,0,QPSK,4,4,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:00.984,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609700,-94.18461700,T-Mobile,LTE,LTE,LTE,1,20,2.696,0,101,1,8,8,3,QPSK,4,4,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:01.884,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609900,-94.18461400,T-Mobile,LTE,LTE,LTE,1,20,1.056,0.333,803.7,3,50,17,9.3,QPSK,4,2,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:02.784,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610000,-94.18461200,T-Mobile,LTE,LTE,LTE,1,20,2.872,0.25,109,3,16,4,6.8,QPSK,2,1.3,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:03.684,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610000,-94.18460700,T-Mobile,LTE,LTE,LTE,1,20,0.392,0,22,2,8,4,1,QPSK,1,1,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:03.984,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610000,-94.18460700,T-Mobile,LTE,LTE,LTE,1,20,2.776,0,52,2,8,4,3.5,QPSK,4,2.5,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:04.584,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609900,-94.18460300,T-Mobile,LTE,LTE,LTE,1,20,0.144,0,11,1,4,4,0,QPSK,1,1,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:04.884,2025-02-25,Day2-TMO-MNO-4G-IN,36.19609900,-94.18460300,T-Mobile,LTE,LTE,LTE,1,20,2.88,0,54,2,8,4,3,QPSK,1,1,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:05.784,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610200,-94.18459200,T-Mobile,LTE,LTE,LTE,1,20,0.864,0,97,1,4,4,6,QPSK,4,4,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:06.084,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610200,-94.18459200,T-Mobile,LTE,LTE,LTE,1,20,0.296,0,11,1,4,4,0,QPSK,1,1,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:06.684,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610300,-94.18458500,T-Mobile,LTE,LTE,LTE,1,20,0.144,0,11,1,4,4,0,QPSK,1,1,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:06.984,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610300,-94.18458500,T-Mobile,LTE,LTE,LTE,1,20,6.64,0,249,1,4,4,16,16QAM,1,1,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:07.884,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610300,-94.18458200,T-Mobile,LTE,LTE,LTE,1,20,1.056,0.6,1064.4,4,116,16,5.6,QPSK,3,1.5,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:09.214,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457900,T-Mobile,LTE,LTE,LTE,1,20,772.296,0,647.9,40,1320,17,7.5,QPSK,2,1.6,0.015625,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:09.535,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457900,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,1928.672,0.009,692.4,69,2516,22,7,QPSK,3,1.6,0.008928572,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:10.039,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457900,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,24250.2,0.075,1144.7,733,32545,38,12.8,64QAM,4,2,0.06556246,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:10.549,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457700,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,31794.4,0.084,1302.1,880,40108,39,14.6,64QAM,6,2,0.087549746,0.00056850485,0,Capacity,Downlink,Completed
2025-02-25 17:52:11.051,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457700,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,33017.258,0.094,1240.9,924,41366,42,13.9,64QAM,4,2,0.09253247,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:11.544,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457600,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,31844.896,0.103,1532.7,717,38484,39,14.2,64QAM,4,2,0.10181311,0.0027894003,0,Capacity,Downlink,Completed
2025-02-25 17:52:12.048,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457600,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,36960.52,0.093,1335.8,986,43610,43,15.2,64QAM,4,2,0.09432048,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:12.545,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457500,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,31265.816,0.086,1214.8,878,36598,37,15.3,64QAM,4,2,0.084851936,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:13.040,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457500,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,31993.28,0.098000005,1396.1,800,35484,36,15.9,64QAM,4,2,0.093125,0.000625,0,Capacity,Downlink,Completed
2025-02-25 17:52:13.540,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457400,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,35722.785,0.1,1724.5,722,36298,37,16.5,64QAM,4,2,0.10041551,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:14.047,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457400,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,34692.13,0.083000004,1405.9,865,38308,38,15.7,64QAM,4,2,0.08265896,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:14.551,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457300,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,28499.176,0.096,1192.8,846,31064,31,16.2,64QAM,4,2,0.09929078,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:15.044,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457300,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,41031.49,0.094,1608.6,866,39154,40,17.7,64QAM,4,2,0.09872979,0.0005773672,0,Capacity,Downlink,Completed
2025-02-25 17:52:15.547,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457200,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,45471.406,0.096,1669.4,949,45678,46,17.5,64QAM,4,2,0.09378293,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:16.048,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457200,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,41505.473,0.078,1640.7,863,40624,41,17.7,64QAM,4,2,0.079374276,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:16.550,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457100,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,51434.65,0.095,1955.9,919,55124,55,17.3,64QAM,4,2,0.092491835,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:17.049,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457100,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,42051.473,0.103999995,1621.9,906,47306,48,16.2,64QAM,4,2,0.10816777,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:17.545,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457000,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,38669.312,0.086,1396,943,45246,46,15.3,64QAM,4,2,0.08483563,0.0010604454,0,Capacity,Downlink,Completed
2025-02-25 17:52:18.051,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18457000,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,39176.062,0.101,1413.5,986,49564,49,14.4,64QAM,6,2,0.09741248,0.0010147133,0,Capacity,Downlink,Completed
2025-02-25 17:52:18.543,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18456900,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,54221.04,0.091000006,2020.4,925,61568,63,15.1,64QAM,4,2,0.08864865,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:19.043,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610400,-94.18456900,T-Mobile,LTE CA,LTE 2CCA,LTE,2,,40837.12,0.096,1519.6,960,50184,51,14.6,64QAM,4,2,0.09692796,0,0,Capacity,Downlink,Completed
2025-02-25 17:52:24.628,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611200,-94.18453700,T-Mobile,LTE,LTE,LTE,1,20,0,,,0,,,,64QAM,,,,,,Capacity,Uplink,Completed
2025-02-25 17:52:24.684,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611200,-94.18453700,T-Mobile,LTE,LTE,LTE,1,20,139.712,0,122.2,5,56,6,3.8,QPSK,2,1.6,0,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:25.193,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611000,-94.18453000,T-Mobile,LTE,LTE,LTE,1,20,1076.976,0.027,636.7,82,2436,17,5.6,QPSK,2,1.4,0.026548672,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:25.676,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611000,-94.18453000,T-Mobile,LTE,LTE,LTE,1,20,184.328,0.04,95,117,528,4,5.5,QPSK,2,1.1,0.04032258,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:26.184,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610800,-94.18452700,T-Mobile,LTE,LTE,LTE,1,20,257.088,0.021,117.2,127,584,4,7.1,16QAM,2,1.1,0.02112676,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:26.643,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610800,-94.18452700,T-Mobile,LTE,LTE,LTE,1,20,199.104,0.025,97.9,111,548,4,5.4,QPSK,2,1.1,0.024793388,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:27.147,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610900,-94.18452300,T-Mobile,LTE,LTE,LTE,1,20,250.488,0.019,77.1,147,1400,6,3.1,QPSK,2,1.4,0.014285714,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:27.680,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610900,-94.18452300,T-Mobile,LTE,LTE,LTE,1,20,222.936,0.019,74.4,140,1364,6,3.1,QPSK,2,1.5,0.023923445,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:28.068,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611000,-94.18452000,T-Mobile,LTE,LTE,LTE,1,20,247.8,0.006,76.1,96,1276,7,2.4,QPSK,2,1.7,0.006289308,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:28.584,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611000,-94.18452000,T-Mobile,LTE,LTE,LTE,1,20,124.504,0.022,62.4,84,1140,8,1.9,QPSK,2,1.6,0.022222223,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:29.062,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611000,-94.18452000,T-Mobile,LTE,LTE,LTE,1,20,105.136,0.009,56.9,62,1136,10,1.1,QPSK,2,1.8,0,0.008928572,0,Capacity,Uplink,Completed
2025-02-25 17:52:29.484,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611200,-94.18451400,T-Mobile,LTE,LTE,LTE,1,20,113.856,0,54,60,964,8,1.2,QPSK,2,1.9,0,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:30.000,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611200,-94.18451400,T-Mobile,LTE,LTE,LTE,1,20,91.512,0.011,63.1,59,756,7,2,QPSK,2,1.6,0.010526316,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:30.478,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611200,-94.18450900,T-Mobile,LTE,LTE,LTE,1,20,137.552,0.008,70.4,80,824,6,2.7,QPSK,2,1.5,0.008474576,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:30.984,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611200,-94.18450900,T-Mobile,LTE,LTE,5G EN-DC,1,20,158.496,0.022,76.7,90,964,6,3.2,QPSK,2,1.5,0.022222223,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:31.468,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611200,-94.18450500,T-Mobile,LTE,LTE,LTE,1,20,105.56,0.009,58.9,64,1080,9,1.4,QPSK,2,1.7,0.009090909,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:31.983,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611200,-94.18450500,T-Mobile,LTE,LTE,LTE,1,20,147.728,0.012999999,61.3,90,1780,10,1.3,QPSK,2,1.8,0.012578616,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:32.484,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611100,-94.18450100,T-Mobile,LTE,LTE,LTE,1,20,167.384,0.012,63,106,1596,8,1.8,QPSK,2,1.6,0.01183432,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:32.947,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611100,-94.18450100,T-Mobile,LTE,LTE,LTE,1,20,126.56,0,69.2,76,848,7,2.7,QPSK,2,1.4,0,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:33.502,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610900,-94.18449400,T-Mobile,LTE,LTE,LTE,1,20,150.448,0,80.3,106,736,5,4.2,QPSK,2,1.2,0,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:33.984,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610900,-94.18449400,T-Mobile,LTE,LTE,LTE,1,20,138.824,0.02,84.4,93,460,4,4.6,QPSK,2,1.1,0.01980198,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:34.415,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610900,-94.18449000,T-Mobile,LTE,LTE,LTE,1,20,123.112,0.012,80.1,81,344,4,4.6,QPSK,2,1,0.011904762,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:35.014,2025-02-25,Day2-TMO-MNO-4G-IN,36.19610900,-94.18449000,T-Mobile,LTE,LTE,LTE,1,20,122.848,0.01,90,96,424,4,5.4,QPSK,2,1.1,0.009615385,0,0,Capacity,Uplink,Completed
2025-02-25 17:52:40.543,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611500,-94.18446000,T-Mobile,LTE,LTE,LTE,1,20,0,,,0,,,,64QAM,,,,,,Ping,Mixed,Completed
2025-02-25 17:52:40.584,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611500,-94.18446000,T-Mobile,LTE,LTE,LTE,1,20,25.368,0,32.5,4,16,4,1.5,QPSK,4,3.3,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:41.484,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611500,-94.18445600,T-Mobile,LTE,LTE,LTE,1,20,0.96,0,54,2,8,4,3,QPSK,1,1,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:42.384,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611400,-94.18445300,T-Mobile,LTE,LTE,LTE,1,20,0.192,0.667,603.3,2,26,8,8.3,QPSK,3,2,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:42.684,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611400,-94.18445300,T-Mobile,LTE,LTE,LTE,1,20,2.584,0.5,129,2,8,4,12,16QAM,4,2.5,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:43.584,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611300,-94.18444600,T-Mobile,LTE,LTE,LTE,1,20,0.96,0.5,713.2,3,80,15,6.2,QPSK,2,1.3,0,0,0,Ping,Mixed,Completed
2025-02-25 17:52:44.484,2025-02-25,Day2-TMO-MNO-4G-IN,36.19611300,-94.18443800,T-Mobile,LTE,LTE,LTE,1,20,1.056,0.333,47,3,12,4,2.7,QPSK,1,1,0,0,0,Ping,Mixed,Completed
